data_source_id,data_source_cat_id,name,best_match_name,best_match_data_source_id,best_match_data_source_cat_id,similarity_score
18,949450,Lifestyle > Holidays > Christmas Lights Shoppers - Extended Scale,Holidays > Christmas > Online Shoppers,35,1013629231,0.5900335122743928
18,951926,Consumer > General Consumer > Dachsun Content Readers - Extreme Confidence,Consumer > Games > Gaming Content Readers - Extreme Confidence (Mobile),35,1007832731,0.7306459335999058
18,958162,Lifestyle > Holidays > New Years Eve Celebrators,Lifestyle > Holidays > New Years Eve Celebrators (Web),35,1011030711,0.972106231984884
18,967075,Lifestyle > Holidays > New Years Resolution Researchers - Extreme Confidence,Lifestyle > Holidays > New Years Resolution Researchers - Extreme Confidence (Web),35,1011030881,0.9703616471258202
18,677111,Consumer > Electronics > UK Electronics,Consumer > Electronics > UK Electronics (Mobile),35,1003587819,0.9501976763693342
18,677497,Consumer > Travel > London Tourism & Events - Extreme Confidence,Consumer > Travel > London Tourism & Events - Extreme Confidence (Mobile),35,1007796711,0.9646457665781363
18,677626,Consumer > Retail > Airsoft & Paintball Equipment,Consumer > Retail > Airsoft & Paintball Equipment (Mobile),35,1003584509,0.9664681111660192
18,678382,Consumer > CPG > Food > Grocery & Food Service - Extreme Confidence,Consumer > CPG > Food > Grocery & Food Service - Extreme Confidence (Mobile),35,1007651461,0.9552873830235997
18,688215,Consumer > Games > Online Arcade Games - Extreme Confidence,Consumer > Games > Online Arcade Games - Extreme Confidence (Mobile),35,1007833061,0.967194156767235
18,688260,Consumer > Retail > Shoes & Accessories - Extreme Confidence,Consumer > Retail > Shoes & Accessories - Extreme Confidence (Mobile),35,1007833071,0.9386660718373291
18,688549,Lifestyle > Activities > Photography,Lifestyle > Activities > Photography (Mobile),35,1003586769,0.9251000711415814
18,688950,Consumer > General Consumer > Pet Cluster - Extreme Confidence,Consumer > General Consumer > Pet Cluster - Extreme Confidence (Mobile),35,1007780591,0.9584876897326473
18,882341,Lifestyle > Political > Feminism - Extended Scale,Lifestyle > Political > Feminism - Extended Scale (Mobile),35,1007781051,0.959411716456469
18,882655,Consumer > Auto > Classic Car Purchase Researchers - Extended Scale,Consumer > Auto > Classic Car Purchase Researchers - Extended Scale (Mobile),35,1007674771,0.9618358850276502
18,882818,Lifestyle > Activities > Do It Yourself - Extended Scale,Lifestyle > Activities > Do It Yourself - Extended Scale (Mobile),35,1007855431,0.9259567837512251
18,700874,Predictive Locations > Travel > Hotels > Predictive In-Store Springhill Suites Visitors - Extreme Confidence,Predictive Locations > Travel > Hotels > Predictive In-Store Springhill Suites Visitors (Web),35,1005411739,0.9237690543564043
18,700909,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Jaguar Visitors - Extreme Confidence,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Jaguar Visitors (Web),35,1005414119,0.9133725568786237
18,882808,Consumer > CPG > Food > Kitchen Blog Readers - Extended Scale,Consumer > CPG > Food > Kitchen Blog Readers - Extended Scale (Mobile),35,1007675071,0.9693995978181634
18,882868,Lifestyle > Lifestage > Family > Teaching Tools for Kids - Extended Scale,Lifestyle > Lifestage > Family > Children's Learning Tools - Extended Scale (Mobile),35,1007761461,0.6125368083897149
18,700938,Predictive Locations > Health > Fitness Clubs > Predictive In-Store SoulCycle Visitors,Predictive Locations > Health > Fitness Clubs > Predictive In-Store SoulCycle Visitors (Web),35,1005415329,0.9793451520262381
18,700989,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Ford Visitors - Extreme Confidence,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Ford Visitors (Web),35,1005414129,0.9094922943560946
18,701224,Predictive Locations > Retail > Pets > Predictive In-Store Tribute Equine Visitors - Extreme Confidence,Predictive Locations > Retail > Pets > Predictive In-Store PetCo Visitors (Web),35,1005411789,0.6142780677945961
18,702511,Predictive Locations > Auto > Gas Stations > Predictive In-Store Gulf Visitors,Predictive Locations > Auto > Gas Stations > Predictive In-Store Gulf Visitors (Web),35,1005414619,0.9779490257082946
18,702527,Predictive Locations > Health > Fitness Clubs > Predictive In-Store Flywheel Visitors - Extreme Confidence,Predictive Locations > Health > Fitness Clubs > Predictive In-Store LA Fitness Visitors (Web),35,1005414599,0.8335778657237123
18,715003,Predictive Locations > Auto > Gas Stations > Predictive In-Store Speedway Gas Stations Visitors,Predictive Locations > Auto > Gas Stations > Predictive In-Store Speedway Gas Stations Visitors (Web),35,1005414689,0.9860355357929388
18,1077886,Predictive Social > Persona > Watch Enthusiasts - Extended Scale,Predictive Social > Persona > Watch Enthusiasts - Extended Scale (Web),35,1013829281,0.9632582512501359
18,715689,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Seasons 52 Visitors - Extreme Confidence,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Seasons 52 Visitors (Web),35,1005413709,0.9332971536591513
18,715744,Predictive Locations > Retail > Office > Predictive In-Store PostNet Visitors - Extreme Confidence,Predictive Locations > Retail > Office > Predictive In-Store PostNet Visitors (Web),35,1014948461,0.9204385048185718
18,715758,Predictive Locations > Auto > Rental > Predictive In-Store National Car Rental Visitors,Predictive Locations > Auto > Rental > Predictive In-Store National Car Rental Visitors (Web),35,1005416109,0.9810218573792076
18,716018,Predictive Locations > Retail > Beauty > Predictive In-Store Sephora Visitors,Predictive Locations > Retail > Beauty > Predictive In-Store Sephora Visitors (Web),35,1005416169,0.9722171343034093
18,716183,Predictive Locations > Restaurants > QSR > Predictive In-Store Pizza Hut Visitors,Predictive Locations > Restaurants > QSR > Predictive In-Store Pizza Hut Visitors (Web),35,1005415109,0.9771527751454542
18,716294,Predictive Locations > Retail > Grocery > Predictive In-Store Haggen Food Visitors - Extreme Confidence,Predictive Locations > Retail > Grocery > Predictive In-Store Key Food Visitors (Web),35,1005413039,0.6898114575052423
18,716474,Predictive Locations > Retail > Apparel > Predictive In-Store Forever 21 Visitors - Extreme Confidence,Predictive Locations > Retail > Apparel > Predictive In-Store Forever 21 Visitors (Web),35,1005413989,0.914452773555929
18,716479,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Cheesecake Factory Visitors - Extreme Confidence,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Cheesecake Factory Visitors (Web),35,1005416309,0.935381841588446
18,701239,Predictive Locations > Finance > Banks > Predictive In-Store US Bank Visitors - Extreme Confidence,Predictive Locations > Finance > Banks > Predictive In-Store US Bank Visitors (Web),35,1005412969,0.9046496732953371
18,701263,Predictive Locations > Restaurants > QSR > Predictive In-Store Five Guys Visitors,Predictive Locations > Restaurants > QSR > Predictive In-Store Five Guys Visitors (Web),35,1005415449,0.9753215290726659
18,701473,Predictive Locations > Restaurants > QSR > Predictive In-Store Long John Silver's Visitors,Predictive Locations > Restaurants > QSR > Predictive In-Store Long John Silver's Visitors (Web),35,1005414289,0.9789450795234022
18,912981,ScreenEngine Dstillery > Custom > Predictive In-Theater Adventure Movie Fans,ScreenEngine Dstillery > Entertainment > Predictive In-Theater Adventure Movie Fans (Web),35,1008200071,0.8593566853486356
18,701569,Predictive Locations > Restaurants > QSR > Predictive In-Store Peet's Coffee & Tea Visitors - Extreme Confidence,Predictive Locations > Restaurants > QSR > Predictive In-Store Peet's Coffee & Tea Visitors (Web),35,1005413079,0.9289792450322921
18,702236,Predictive Locations > Retail > Office > Predictive In-Store OfficeMax Visitors,Predictive Locations > Retail > Office > Predictive In-Store OfficeMax Visitors (Web),35,1005414489,0.9749662597363362
18,715118,Predictive Locations > Travel > Hotels > Predictive In-Hotel JW Marriott Visitors,Predictive Locations > Travel > Hotels > Predictive In-Hotel JW Marriott Visitors (Web),35,1005413479,0.9802871230522134
18,715159,Predictive Locations > Restaurants > QSR > Predictive In-Store El Pollo Loco Visitors - Extreme Confidence,Predictive Locations > Restaurants > QSR > Predictive In-Store El Pollo Loco Visitors (Web),35,1005415899,0.9371431386339286
18,716098,Predictive Locations > Retail > Department Stores > Predictive In-Store Burberry Visitors,Predictive Locations > Retail > Department Stores > Predictive In-Store Burberry Visitors (Web),35,1005416199,0.9761224223909511
18,716753,Predictive Locations > Travel > Hotels > Predictive In-Hotel Country Inn and Suites Visitors,Predictive Locations > Travel > Hotels > Predictive In-Hotel Country Inn and Suites Visitors (Web),35,1005414069,0.9796116354122619
18,952953,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Bonefish Grill Visitors - Extended Scale,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Bonefish Grill Visitors (Web),35,1005413199,0.9326391250699065
18,952978,Predictive Locations > Retail > Department Stores > Predictive In-Store Barneys New York Visitors - Extended Scale,Predictive Locations > Retail > Department Stores > Predictive In-Store Barneys New York Visitors (Web),35,1005413249,0.9264141761316166
18,953003,Predictive Locations > Retail > Apparel > Predictive In-Store Talbots Visitors - Extended Scale,Predictive Locations > Retail > Apparel > Predictive In-Store Talbots Visitors (Web),35,1005414539,0.9030986602267748
18,754742,Predictive Social > Persona > Summer Traveler,Predictive Social > Persona > Summer Traveler (Mobile),35,1005457636,0.9601899717635745
18,767474,Predictive Social > Persona > Fall Holiday Enthusiasts - Extreme Confidence,Predictive Social > Persona > Fall Holiday Enthusiasts - Extreme Confidence (Mobile),35,1012444711,0.9697081483752201
18,1073932,Predictive Social > Persona > Streetwear Fans - Extreme Confidence,Predictive Social > Persona > Streetwear Fans - Extreme Confidence (Web),35,1013830501,0.9704744780540364
18,328287,Consumer > CPG > Food > Active Diet & Weight Loss Researchers - Extreme Confidence,Consumer > Healthcare > Weight Loss Researchers - Extreme Confidence (Mobile),35,1003545829,0.7424554993919326
18,356323,Lifestyle > Lifestage > Family > Military Families - Extreme Confidence,Lifestyle > Lifestage > Family > Military Families - Extreme Confidence (Mobile),35,1003540939,0.9658748835801526
18,369111,Consumer > Media > Sports Fans > Active Soccer Enthusiasts - Extended Scale,Consumer > Media > Sports > Soccer Fans (Mobile),35,1003543189,0.6527640705580942
18,384896,Lifestyle > Political > Voting Registration Researchers - Extended Scale,Consumer > Auto > Motorcycle Lifestyle Researchers - Extended Scale (Mobile),35,1007761071,0.508728260135367
18,404877,Consumer > Telecom > In-Market Phone Accessory Shoppers,Consumer > Telecom > Phone Accessory Shoppers (Mobile),35,1003543429,0.9149972471603277
18,527540,Consumer > Travel > Canada Trip Planners - Extreme Confidence,Consumer > Travel > Canada Trip Planners - Extreme Confidence (Mobile),35,1003547529,0.964297713130709
18,551357,Consumer > Media > Sports Fans > Dallas Cowboys Fans - Extended Scale,Consumer > Media > Sports > Dallas Cowboys Fans (Web),35,1003535199,0.8567231682750701
18,625829,Consumer > Auto > Volkswagen Vehicle Shopper - Extreme Confidence,Consumer > Auto > Volkswagen Vehicle Shopper - Extreme Confidence (Web),35,1003538309,0.952965883822507
18,658010,Consumer > Media > Sports Fans > Oakland Raiders Fans - Extreme Confidence,Consumer > Media > Sports > Las Vegas Raiders Fans - Extreme Confidence (Web),35,1003974619,0.6793503938920977
18,672506,Lifestyle > Activities > Solitaire Players,Lifestyle > Activities > Solitaire Players (Web),35,1004643829,0.9596752953531764
18,676672,Consumer > Travel > Washington Skiers and Snowboarders,Consumer > Travel > Washington Skiers and Snowboarders (Web),35,1004644619,0.9672296723108692
18,679408,Consumer > Media > Sports Fans > Indiana Hoosiers Fans,Consumer > Media > Sports Fans > Indiana Hoosiers Fans (Web),35,1004645029,0.9745522879454233
18,679712,Consumer > CPG > Food > Budget Grocery Shoppers,Consumer > CPG > Food > Budget Grocery Shoppers (Web),35,1004644689,0.9345192023239618
18,681279,Consumer > CPG > Food > Mexican Food Shoppers,Consumer > CPG > Food > Mexican Food Shoppers (Mobile),35,1004648659,0.9477749843699155
18,699063,Lifestyle > Activities > Georgia Activities Researchers - Extreme Confidence,Lifestyle > Activities > Georgia Activities Researchers - Extreme Confidence (Web),35,1005487669,0.9685624501834585
18,785202,Consumer > General Consumer > Meat Smokers Receipe Researchers,Consumer > General Consumer > Meat Smokers Receipe Researchers (Web),35,1006978481,0.9754791026790385
18,817029,Consumer > Education > Online Education Resource Researchers,Consumer > Education > Online Education Resource Researchers (Mobile),35,1011373901,0.9616861600668728
18,817170,Consumer > Health & Wellness > Mainstream Diet Plan Followers - Extreme Confidence,Consumer > Health & Wellness > Mainstream Diet Plan Followers (Web),35,1006978851,0.8858439663623642
18,948196,Consumer > CPG > Food > Cocktail Recipe Researchers - Extended Scale,Consumer > CPG > Food > Cocktail Recipe Researchers (Web),35,1006261401,0.8580888393132134
18,948698,Consumer > Media > Instagram Influencers,Social Media > Instagram,35,1004272019,0.7269182442118675
18,949621,Consumer > Electronics > Home Wifi Researchers - Extended Scale,Consumer > Electronics > Home Wifi Researchers (Mobile),35,1004936319,0.8398437744708186
18,949660,Consumer > Electronics > iPhone Users - Extended Scale,Consumer > Electronics > iPhone Users (Web),35,1004645569,0.7913578905093898
18,716759,Predictive Locations > Retail > Apparel > Predictive In-Store Anthropologie Visitors - Extreme Confidence,Predictive Locations > Retail > Apparel > Predictive In-Store Anthropologie Visitors (Web),35,1005415289,0.9077771596092655
18,952940,Predictive Locations > Retail > Apparel > Predictive In-Store Uniqlo Visitors - Extended Scale,Predictive Locations > Retail > Apparel > Predictive In-Store Uniqlo Visitors (Web),35,1005413169,0.9058509582894232
18,954809,Predictive Locations > Retail > Apparel > Predictive In-Store Brooks Brothers Visitors - Extended Scale,Predictive Locations > Retail > Apparel > Predictive In-Store Brooks Brothers Visitors (Web),35,1005412479,0.916352224765632
18,954879,Predictive Locations > Retail > Grocery > Predictive In-Store ShopRite Markets Visitors - Extended Scale,Predictive Locations > Retail > Grocery > Predictive In-Store ShopRite Markets Visitors (Web),35,1005416129,0.9145228784001431
18,954890,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Harley-Davidson Visitors - Extended Scale,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Harley-Davidson Visitors (Web),35,1005413789,0.9293159845794399
18,954942,Predictive Locations > Retail > Home > Predictive In-Store Big Lots Visitors - Extended Scale,Predictive Locations > Retail > Home > Predictive In-Store Big Lots Visitors (Web),35,1005416219,0.906904390416551
18,745346,Predictive Social > Persona > Award Show Viewers,Predictive Social > Persona > Award Show Viewers (Mobile),35,1005299819,0.9600612600668145
18,630431,Consumer > Media > The Walking Dead Fans,Consumer > Media > The Walking Dead Fans (Mobile),35,1004935389,0.9575736690439128
18,746201,Predictive Social > Persona > Health Wellness Enthusiasts,Predictive Social > Persona > Health Wellness Enthusiasts (Mobile),35,1005300299,0.9519539078852197
18,767576,Predictive Social > Persona > Outdoor Activity Enthusiasts,Predictive Social > Persona > Outdoor Activity Enthusiasts (Web),35,1007445661,0.9552534291090095
18,1073673,Predictive Social > Persona > PC Hardware Bargain Hunters - Extreme Confidence,Predictive Social > Persona > PC Hardware Bargain Hunters - Extreme Confidence (Web),35,1013831171,0.9773800377192184
18,1074010,Predictive Social > Persona > PC Gaming Fanatics - Extreme Confidence,Predictive Social > Persona > PC Gaming Fanatics - Extreme Confidence (Web),35,1013830171,0.9718480230423846
18,1077802,Predictive Social > Persona > Board Game Fanatics - Extended Scale,Predictive Social > Persona > Board Game Fanatics - Extended Scale (Web),35,1013830031,0.971169402613216
18,1077819,Predictive Social > Persona > Television Fans - Extended Scale,Predictive Social > Persona > Television Fans - Extended Scale (Web),35,1013829831,0.9585470653743515
18,1077826,Predictive Social > Persona > Woodworking Fanatics - Extended Scale,Predictive Social > Persona > Woodworking Fanatics - Extended Scale (Web),35,1013829891,0.9691606066460366
18,1077883,Predictive Social > Persona > Celebrity Followers - Extended Scale,Predictive Social > Persona > Celebrity Followers - Extended Scale (Web),35,1013829321,0.9639168817446913
18,969580,ScreenEngine Dstillery > Entertainment > Marry Me Viewing Intender,ScreenEngine Dstillery > Entertainment > Marry Me Viewing Intender (Web),35,1010580531,0.9733362116497178
18,1049680,ScreenEngine Dstillery > Video Games > Assassins Creed Franchise Fan,ScreenEngine Dstillery > Video Games > Assassins Creed Franchise Fan (Web),35,1012303181,0.9801661792496067
18,1063917,ScreenEngine Dstillery > Entertainment > Harry Styles Fans,ScreenEngine Dstillery > Entertainment > Harry Styles Fans (Web),35,1012894471,0.96807748095487
18,842866,MRI GfK > Automotive > Branded > GMC Loyalists,MRI GfK > Automotive > Branded > GMC Loyalists (Web),35,1007052981,0.9671945626332445
18,842885,MRI GfK > Automotive > Branded > Dodge Loyalists,MRI GfK > Automotive > Branded > Dodge Loyalists (Web),35,1007052911,0.9668476860064731
18,980849,ScreenEngine Dstillery > Entertainment > The Lord of the Rings: The Rings of Power Viewing Intender,ScreenEngine Dstillery > Entertainment > The Lord of the Rings: The Rings of Power Viewing Intender (Web),35,1010810971,0.9858020755691662
18,991152,ScreenEngine Dstillery > Entertainment > Under the Banner of Heaven Viewing Intender,ScreenEngine Dstillery > Entertainment > Under the Banner of Heaven Viewing Intender (Web),35,1010977831,0.9783410844550416
18,999447,ScreenEngine Dstillery > Entertainment > Kung Fu Panda: the Dragon Knight Viewing Intender,ScreenEngine Dstillery > Entertainment > Kung Fu Panda: the Dragon Knight Viewing Intender (Web),35,1011145231,0.9860459751325563
18,1105736,ScreenEngine Dstillery > Entertainment > Monkey Man Viewing Intender,ScreenEngine Dstillery > Entertainment > Monkey Man Viewing Intender (Web),35,1015194901,0.9755837709793079
18,957071,Dstillery GfK > CPG > Beer Shoppers > Beer Shopper,Dstillery GfK > CPG > Beer Shoppers > Beer Shopper (Web),35,1010203451,0.968564056458534
18,962883,MRI GfK > Automotive > Branded > Jeep Gladiator Intenders,MRI GfK > Automotive > Branded > Jeep Intenders (Web),35,1007031931,0.8146411016141611
18,969422,Dstillery GfK > CPG > Candy Shoppers > Non-Chocolate - Mentos Shopper,Dstillery GfK > CPG > Candy Shoppers > Non-Chocolate - Mentos Shopper (Web),35,1010486611,0.9737532329771036
18,1003455,Dstillery GfK > CPG > Cookie Shoppers > Chips Ahoy! Shopper,Dstillery GfK > CPG > Cookie Shoppers > Chips Ahoy! Shopper (Web),35,1011338841,0.9737020866151792
18,1006785,Dstillery GfK > CPG > Carbonated Beverages > Soft Drink - Coke Shopper,Dstillery GfK > CPG > Carbonated Beverages > Soft Drink - Coke Shopper (Web),35,1011348061,0.9761697494537247
18,1010225,Dstillery GfK > CPG > Laundry Care > Laundry Detergent - All Shopper,Dstillery GfK > CPG > Laundry Care > Laundry Detergent - All Shopper (Web),35,1011398171,0.9765114015039444
18,1012557,Dstillery GfK > CPG > Alcohol/Cocktail Shoppers > Cocktail - Master of Mixes Shopper,Dstillery GfK > CPG > Alcohol/Cocktail Shoppers > Cocktail - Master of Mixes Shopper (Web),35,1011781371,0.9835388594308417
18,1012965,Dstillery GfK > CPG > Dairy Product Shoppers > Butter - Kate's Shopper,Dstillery GfK > CPG > Dairy Product Shoppers > Butter - Kate's Shopper (Web),35,1011464401,0.9741656055514126
18,1019447,Dstillery GfK > CPG > Dairy Product Shoppers > Block Cheese - Toi Shopper,Dstillery GfK > CPG > Dairy Product Shoppers > Block Cheese - Toi Shopper (Web),35,1011547061,0.9794414835299834
18,1058871,MRI GfK > Automotive > Purchase Consideration > BMW Second Choice Intenders,MRI GfK > Automotive > Purchase Consideration > BMW Second Choice Intenders (Web),35,1012681491,0.9772991801802371
18,1071209,Dstillery GfK > CPG > Cold/Sinus/Allergy > Zyrtec Shopper,Dstillery GfK > CPG > Cold/Sinus/Allergy > Zyrtec Shopper (Web),35,1013241931,0.9754765876175291
18,1072121,Behavioral AI > Activities > DIY and Crafts > Furniture Building,Behavioral AI > Activities > DIY and Crafts > Furniture Building (Web),35,1013585581,0.9671625681461632
18,882596,Lifestyle > Activities > Charity Walks - Extended Scale,Lifestyle > Activities > Charity Walks - Extended Scale (Mobile),35,1007760891,0.9693600869696334
18,1073054,Behavioral AI > Activities > Puzzle and Trivia > Gaming & Collectibles - Extreme Confidence,Behavioral AI > Activities > Puzzle and Trivia > Gaming & Collectibles - Extreme Confidence (Web),35,1013702071,0.9769491084042166
18,1073144,Behavioral AI > Media > Sports Coverage > Motorsports - Extreme Confidence,Behavioral AI > Media > Sports Coverage > Motorsports - Extreme Confidence (Web),35,1013701731,0.9699801680282264
18,1076068,Behavioral AI > Activities > Creative Hobbies > Graphic Design - Extended Scale,Behavioral AI > Activities > Creative Hobbies > Graphic Design - Extended Scale (Web),35,1013709671,0.9743367219583758
18,1076162,Behavioral AI > Education > Educational Resources > Higher Education - Extended Scale,Behavioral AI > Education > Educational Resources > Higher Education - Extended Scale (Web),35,1013703281,0.9746248056256722
18,949696,Consumer > Electronics > Spy Gadgets Shoppers - Extended Scale,Consumer > Electronics > Spy Gadgets Shoppers - Extended Scale (Web),35,1013692961,0.9678192382371801
18,950195,Consumer > General Consumer > Toy Poodle Content Readers - Extreme Confidence,Consumer > Games > Gaming Content Readers - Extreme Confidence (Mobile),35,1007832731,0.5349576955358503
18,677346,Clusters > Real Estate > UK Liverpool & Manchester Travel Researchers,Clusters > Real Estate > UK Liverpool & Manchester Travel Researchers (Mobile),35,1003585269,0.9772742130559536
18,678166,Consumer > General Consumer > Art News & Products,Consumer > General Consumer > Art News & Products (Mobile),35,1003584119,0.9524491707199354
18,688040,Consumer > Financial Services > Insurance > Mortgages & Insurance - Extreme Confidence,Consumer > Financial Services > Insurance > Mortgages & Insurance - Extreme Confidence (Mobile),35,1007765201,0.9687391687625989
18,688234,Consumer > Health & Wellness > Health Issues Cluster,Consumer > Health & Wellness > Health Issues Cluster (Mobile),35,1003587619,0.9604978836386937
18,688279,Lifestyle > Lifestage > Corporate Employment Pages,Lifestyle > Lifestage > Corporate Employment Pages (Mobile),35,1003585699,0.9665344127393344
18,688394,Consumer > Media > Detroit News,Consumer > Media > Detroit News (Mobile),35,1003588409,0.9365907101346246
18,688459,Consumer > Auto > Classic Car Enthusiasts,Consumer > Auto > Classic Car Enthusiasts (Mobile),35,1003588449,0.9423814134870958
18,688600,Consumer > Media > Oregon News - Extreme Confidence,Consumer > Media > Oregon News - Extreme Confidence (Mobile),35,1007720741,0.9506901847866914
18,688809,Consumer > General Consumer > People Search,Consumer > General Consumer > People Search (Mobile),35,1003587799,0.949574668470972
18,690544,Consumer > Media > University Press - Extreme Confidence,Consumer > Media > University Press - Extreme Confidence (Mobile),35,1007720901,0.9594283534255631
