18,715159,Predictive Locations > Restaurants > QSR > Predictive In-Store El Pollo Loco Visitors - Extreme Confidence
18,716098,Predictive Locations > Retail > Department Stores > Predictive In-Store Burberry Visitors
18,716753,Predictive Locations > Travel > Hotels > Predictive In-Hotel Country Inn and Suites Visitors
18,952953,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Bonefish Grill Visitors - Extended Scale
18,952978,Predictive Locations > Retail > Department Stores > Predictive In-Store Barneys New York Visitors - Extended Scale
18,953003,Predictive Locations > Retail > Apparel > Predictive In-Store Talbots Visitors - Extended Scale
18,754742,Predictive Social > Persona > Summer Traveler
18,767474,Predictive Social > Persona > Fall Holiday Enthusiasts - Extreme Confidence
18,1073932,Predictive Social > Persona > Streetwear Fans - Extreme Confidence
18,328287,Consumer > CPG > Food > Active Diet & Weight Loss Researchers - Extreme Confidence
18,356323,Lifestyle > Lifestage > Family > Military Families - Extreme Confidence
18,369111,Consumer > Media > Sports Fans > Active Soccer Enthusiasts - Extended Scale
18,384896,Lifestyle > Political > Voting Registration Researchers - Extended Scale
18,404877,Consumer > Telecom > In-Market Phone Accessory Shoppers
18,527540,Consumer > Travel > Canada Trip Planners - Extreme Confidence
18,551357,Consumer > Media > Sports Fans > Dallas Cowboys Fans - Extended Scale
18,625829,Consumer > Auto > Volkswagen Vehicle Shopper - Extreme Confidence
18,658010,Consumer > Media > Sports Fans > Oakland Raiders Fans - Extreme Confidence
18,672506,Lifestyle > Activities > Solitaire Players
18,676672,Consumer > Travel > Washington Skiers and Snowboarders
18,679408,Consumer > Media > Sports Fans > Indiana Hoosiers Fans
18,679712,Consumer > CPG > Food > Budget Grocery Shoppers
18,681279,Consumer > CPG > Food > Mexican Food Shoppers
18,699063,Lifestyle > Activities > Georgia Activities Researchers - Extreme Confidence
18,785202,Consumer > General Consumer > Meat Smokers Receipe Researchers
18,817029,Consumer > Education > Online Education Resource Researchers
18,817170,Consumer > Health & Wellness > Mainstream Diet Plan Followers - Extreme Confidence
18,948196,Consumer > CPG > Food > Cocktail Recipe Researchers - Extended Scale
18,948698,Consumer > Media > Instagram Influencers
18,949621,Consumer > Electronics > Home Wifi Researchers - Extended Scale
18,949660,Consumer > Electronics > iPhone Users - Extended Scale
18,716759,Predictive Locations > Retail > Apparel > Predictive In-Store Anthropologie Visitors - Extreme Confidence
18,952940,Predictive Locations > Retail > Apparel > Predictive In-Store Uniqlo Visitors - Extended Scale
18,954809,Predictive Locations > Retail > Apparel > Predictive In-Store Brooks Brothers Visitors - Extended Scale
18,954879,Predictive Locations > Retail > Grocery > Predictive In-Store ShopRite Markets Visitors - Extended Scale
18,954890,Predictive Locations > Auto > Manufacturers > Predictive In-Dealership Harley-Davidson Visitors - Extended Scale
18,954942,Predictive Locations > Retail > Home > Predictive In-Store Big Lots Visitors - Extended Scale
18,745346,Predictive Social > Persona > Award Show Viewers
18,630431,Consumer > Media > The Walking Dead Fans
18,746201,Predictive Social > Persona > Health Wellness Enthusiasts
18,767576,Predictive Social > Persona > Outdoor Activity Enthusiasts
18,1073673,Predictive Social > Persona > PC Hardware Bargain Hunters - Extreme Confidence
18,1074010,Predictive Social > Persona > PC Gaming Fanatics - Extreme Confidence
18,1077802,Predictive Social > Persona > Board Game Fanatics - Extended Scale
18,1077819,Predictive Social > Persona > Television Fans - Extended Scale
18,1077826,Predictive Social > Persona > Woodworking Fanatics - Extended Scale
18,1077883,Predictive Social > Persona > Celebrity Followers - Extended Scale
18,969580,ScreenEngine Dstillery > Entertainment > Marry Me Viewing Intender
18,1049680,ScreenEngine Dstillery > Video Games > Assassins Creed Franchise Fan
18,1063917,ScreenEngine Dstillery > Entertainment > Harry Styles Fans
18,842866,MRI GfK > Automotive > Branded > GMC Loyalists
18,842885,MRI GfK > Automotive > Branded > Dodge Loyalists
18,980849,ScreenEngine Dstillery > Entertainment > The Lord of the Rings: The Rings of Power Viewing Intender
18,991152,ScreenEngine Dstillery > Entertainment > Under the Banner of Heaven Viewing Intender
18,999447,ScreenEngine Dstillery > Entertainment > Kung Fu Panda: the Dragon Knight Viewing Intender
18,1105736,ScreenEngine Dstillery > Entertainment > Monkey Man Viewing Intender
18,957071,Dstillery GfK > CPG > Beer Shoppers > Beer Shopper
18,962883,MRI GfK > Automotive > Branded > Jeep Gladiator Intenders
18,969422,Dstillery GfK > CPG > Candy Shoppers > Non-Chocolate - Mentos Shopper
18,1003455,Dstillery GfK > CPG > Cookie Shoppers > Chips Ahoy! Shopper
18,1006785,Dstillery GfK > CPG > Carbonated Beverages > Soft Drink - Coke Shopper
18,1010225,Dstillery GfK > CPG > Laundry Care > Laundry Detergent - All Shopper
18,1012557,Dstillery GfK > CPG > Alcohol/Cocktail Shoppers > Cocktail - Master of Mixes Shopper
18,1012965,Dstillery GfK > CPG > Dairy Product Shoppers > Butter - Kate's Shopper
18,1019447,Dstillery GfK > CPG > Dairy Product Shoppers > Block Cheese - Toi Shopper
18,1058871,MRI GfK > Automotive > Purchase Consideration > BMW Second Choice Intenders
18,1071209,Dstillery GfK > CPG > Cold/Sinus/Allergy > Zyrtec Shopper
18,1072121,Behavioral AI > Activities > DIY and Crafts > Furniture Building
18,882596,Lifestyle > Activities > Charity Walks - Extended Scale
18,1073054,Behavioral AI > Activities > Puzzle and Trivia > Gaming & Collectibles - Extreme Confidence
18,1073144,Behavioral AI > Media > Sports Coverage > Motorsports - Extreme Confidence
18,1076068,Behavioral AI > Activities > Creative Hobbies > Graphic Design - Extended Scale
18,1076162,Behavioral AI > Education > Educational Resources > Higher Education - Extended Scale
18,949696,Consumer > Electronics > Spy Gadgets Shoppers - Extended Scale
18,950195,Consumer > General Consumer > Toy Poodle Content Readers - Extreme Confidence
18,677346,Clusters > Real Estate > UK Liverpool & Manchester Travel Researchers
18,678166,Consumer > General Consumer > Art News & Products
18,688040,Consumer > Financial Services > Insurance > Mortgages & Insurance - Extreme Confidence
18,688234,Consumer > Health & Wellness > Health Issues Cluster
18,688279,Lifestyle > Lifestage > Corporate Employment Pages
18,688394,Consumer > Media > Detroit News
18,688459,Consumer > Auto > Classic Car Enthusiasts
18,688600,Consumer > Media > Oregon News - Extreme Confidence
18,688809,Consumer > General Consumer > People Search
18,690544,Consumer > Media > University Press - Extreme Confidence
18,701063,Predictive Locations > Entertainment > Bowling > Predictive In-Store AMF Bowling Centers Visitors
18,701094,Predictive Locations > Retail > Department Stores > Predictive In-Store Burlington Coat Factory Visitors - Extreme Confidence
18,701194,Predictive Locations > Travel > Hotels > Predictive In-Hotel Doubletree Visitors - Extreme Confidence
18,701504,Predictive Locations > Retail > Big Box > Predictive In-Store Kmart Visitors - Extreme Confidence
18,701916,Predictive Locations > Auto > Gas Stations > Predictive In-Store Sapp Bros Visitors
18,701962,Predictive Locations > Retail > Home > Predictive In-Store Picture People Visitors - Extreme Confidence
18,702167,Predictive Locations > Retail > Grocery > Predictive In-Store Fresh Market Visitors - Extreme Confidence
18,912134,MRI GfK > Automotive > Class > Ford Explorer Intenders
18,962903,MRI GfK > Automotive > Branded > Kia Telluride Intenders
18,986942,Dstillery GfK > CPG > Coffee Shoppers > Cafe Bustelo Coffee Shopper
18,1012955,Dstillery GfK > CPG > Cleaning Product Shoppers > All Purpose Cleaner - Private Label Shopper
18,1019446,Dstillery GfK > CPG > Dairy Product Shoppers > Block Cheese - Cabot Shopper
18,404821,Consumer > CPG > Food > Home Kitchen Chefs
18,1057074,MRI GfK > Automotive > Purchase Motivations > Intenders Researching Multiple Brands
18,1057294,MRI GfK > Automotive > Purchase Motivations > Intenders Who Value Interior Look/Feel
18,1062303,Dstillery GfK > CPG > Marshmallow > Smash Mallow Shopper
18,1085855,MRI GfK > Automotive > Power Sports > All-Terrain Vehicle (ATV) Current Owners
18,937740,Resonate Dstillery > Consumer Shopping Behaviors > Drank at a Bar Last 3 Months
18,1072306,Behavioral AI > B2B > Business Services > Business Strategies - Extreme Confidence
18,1072322,Behavioral AI > Health & Wellness > Health and Wellness > Dietary Wellness
18,1072374,Behavioral AI > Activities > Hobbies > Astrology
18,1072724,Behavioral AI > Media > Entertainment Media > Streaming Content - Extreme Confidence
18,1072799,Behavioral AI > Lifestage > Education > Educational Resources - Extreme Confidence
18,1073013,Behavioral AI > Activities > Lifestyle > Women's Lifestyle
18,1073028,Behavioral AI > Activities > Outdoor Adventures > Exploration
18,1073106,Behavioral AI > Media > Sports Coverage > College Athletics
18,1073132,Behavioral AI > Media > Sports Coverage > French Sports - Extreme Confidence
18,1073318,Behavioral AI > Travel > Travel Guidance > Italian Travel - Extreme Confidence
18,702221,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Sizzler Visitors
18,702441,Predictive Locations > Finance > Banks > Predictive In-Store PNC Bank Visitors
18,715178,Predictive Locations > Retail > Pets > Predictive National Veterinary Associates Visitors
18,715338,Predictive Locations > Restaurants > QSR > Predictive In-Store Starbucks Visitors
18,715403,Predictive Locations > Retail > Apparel > Predictive In-Store Ralph Lauren Visitors
18,716004,Predictive Locations > Retail > Malls > Predictive In-Store Bealls Outlet Visitors - Extreme Confidence
18,716104,Predictive Locations > Retail > Big Box > Predictive In-Store Sams Club Visitors - Extreme Confidence
18,952336,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Bob Evans Visitors - Extended Scale
18,954733,Predictive Locations > Services > Salons > Predictive In-Store Drybar Visitors - Extended Scale
18,954784,Predictive Locations > Restaurants > QSR > Predictive In-Store Starbucks Visitors - Extended Scale
18,954867,Predictive Locations > Retail > Home Maintenance > Predictive In-Store Furniture Row Visitors - Extended Scale
18,955023,Predictive Locations > Retail > Grocery > Predictive In-Store Whole Foods Visitors - Extended Scale
18,955036,Predictive Locations > Retail > Grocery > Predictive In-Store Shaws Markets Visitors - Extended Scale
18,955066,Predictive Locations > Auto > Service Supplies > Predictive In-Store Valvoline Instant Oil Change Visitors - Extended Scale
18,1053655,Predictive Social > Persona > College Students - Extended Scale
18,1073686,Predictive Social > Persona > Audiophile Enthusiasts
18,1073791,Predictive Social > Persona > Vinyl Collectors - Extreme Confidence
18,1073909,Predictive Social > Persona > Hearthstone Players
18,1073968,Predictive Social > Persona > Computer Builders - Extreme Confidence
18,917072,ScreenEngine Dstillery > Entertainment > Predictive In-Theater Godzilla vs Kong Viewing Intender
18,920911,ScreenEngine Dstillery > Streaming Service Subscribers > Disney+ Subscriber (Expanded)
18,980803,ScreenEngine Dstillery > Entertainment > Ozark Viewing Intender
18,1031265,ScreenEngine Dstillery > Entertainment > TV/Movie Genre - Comedies with Musical Moments
18,1067223,ScreenEngine Dstillery > Entertainment > Heart of Stone Viewing Intender
18,818543,MRI GfK > Automotive > Class > Full Size SUV Auto Intenders
18,846534,MRI GfK > Automotive > Class > Used Entry Level Luxury Sedan Intenders
18,969395,Dstillery GfK > CPG > Candy Shoppers > Chocolate - Dove Shopper
18,1010230,Dstillery GfK > CPG > Dish Care > Dish Detergent - Dawn Shopper
18,1012550,Dstillery GfK > CPG > Beer Shoppers > Corona Extra Shopper
18,1012553,Dstillery GfK > CPG > Cleaning Product Shoppers > Bleach Shopper
18,1012565,Dstillery GfK > CPG > Frozen Food Shoppers > Frozen Pizza - Lean Cuisine Shopper
18,1012961,Dstillery GfK > CPG > Dairy Product Shoppers > Butter - Breakstones Shopper
18,1019450,Dstillery GfK > CPG > Dairy Product Shoppers > Cube Cheese Shopper
18,1019476,Dstillery GfK > CPG > Dairy Product Shoppers > Stick Cheese - The Laughing Cow Shopper
18,1029606,MRI GfK > Automotive > Branded > Ford Mustang Mach-E Intender
18,1065583,Dstillery GfK > CPG > Tea Shoppers > Tea Bags - Bigelow Shopper
18,1067986,Dstillery GfK > CPG > Dairy Product Shoppers > Margarine - Land O Lakes Shopper
18,1081377,Engagement Labs > Retail & Apparel > Target Influencers
18,1072061,Behavioral AI > Local > USA > Chicago
18,1072090,Behavioral AI > Local > USA > Georgia - Extreme Confidence
18,1072112,Behavioral AI > Food & Beverage > Cooking > Diverse Culinary
18,1072525,Behavioral AI > Local > USA > Mississippi
18,1072863,Behavioral AI > Local > Canada > Government
18,1073201,Behavioral AI > Tech > Tech Education > Apple Products - Extreme Confidence
18,1073276,Behavioral AI > Travel > Travel Guidance > Adventure Experiences - Extreme Confidence
18,1076107,Behavioral AI > Food & Beverage > Cooking > Southern Cuisine - Extended Scale
18,1076130,Behavioral AI > Activities > Lifestyle > Local Services - Extended Scale
18,1076252,Behavioral AI > Media > Sports Coverage > Sports Statistics - Extended Scale
18,1076476,Behavioral AI > Tech > Tech Education > Gadget Reviews - Extended Scale
18,1076488,Behavioral AI > Tech > Tech Services > Online Tools - Extended Scale
18,332540,Consumer > Healthcare > Women's Health Researchers - Extended Scale
18,347140,Consumer > B2B > In-Market Mailing & Shipping - Extreme Confidence
18,357378,Consumer > Media > Music > Country Music Fans - Extreme Confidence
18,401480,Consumer > Retail > Home > Luxury Second Home Owners - Extended Scale
18,444795,Consumer > CPG > Food > Online Grocery Shoppers - Extreme Confidence
18,504109,Consumer > CPG > Food > Supermarket Shoppers - Extended Scale
18,523398,Lifestyle > Occupation > Food Industry Professionals - Extended Scale
18,546098,Consumer > Travel > Alaskan Cruise Planners - Extreme Confidence
18,549354,Consumer > Media > Sports Fans > Atlanta Falcons Fans
18,659745,Consumer > Media > Sports Fans > Cleveland Browns Fans - Extreme Confidence
18,661094,Consumer > Media > Action Movie and TV Enthusiasts
18,679732,Consumer > Health & Wellness > Medical Science Researchers
18,683775,Lifestyle > Activities > Automotive Auctions Enthusiasts - Extreme Confidence
18,698977,Lifestyle > Activities > New York City Fine Theatre Enthusiasts
18,698982,Lifestyle > Lifestage > Federal Employee Benefits Researchers
18,699033,Consumer > Retail > Home > Home Interior Design Enthusiasts - Extreme Confidence
18,701731,Lifestyle > Activities > Opera Enthusiasts
18,722146,Lifestyle > Lifestage > Family > Homeschooling Parents - Extreme Confidence
18,947130,Consumer > CPG > Beauty > Womens Subscription Box Shoppers - Extended Scale
18,948170,Consumer > Media > Sports Fans > Indianapolis Colts Fans - Extended Scale
18,308230,Consumer > CPG > Food > Grillers - Extreme Confidence
18,311422,Consumer > General Consumer > Eco-Conscious Consumers - Extended Scale
18,314560,Consumer > Retail > Department Store Shoppers - Extended Scale
18,315871,Lifestyle > Lifestage > Moving > Moving Services Shoppers - Extended Scale
18,332510,Consumer > Healthcare > Active First Aid Researchers - Extended Scale
18,421299,Consumer > Media > Sports Fans > Olympic Sports Enthusiasts
18,427052,Consumer > Travel > European Trip Planners - Extended Scale
18,456078,Lifestyle > Holidays > Christmas Enthusiasts - Extended Scale
18,460876,Consumer > General Consumer > Reusable Drinkware Shoppers - Extreme Confidence
18,462737,Consumer > Retail > Home > Kitchen Remodelers
18,481294,Consumer > Travel > Study Abroad Researchers - Extreme Confidence
18,520596,Lifestyle > Occupation > Farmers - Extreme Confidence
18,545095,Consumer > Financial Services > Loan Comparison Researchers - Extreme Confidence
18,600738,Consumer > Healthcare > Pediatric Provider Researchers
18,619232,Lifestyle > Occupation > Investment Banking Professionals - Extreme Confidence
18,623757,Consumer > Retail > Home > Home Design and Living Publication Readers
18,626389,Lifestyle > Activities > Pet Lovers - Extreme Confidence
18,629745,Consumer > Auto > Ford Vehicle Shoppers - Extended Scale
18,649920,Lifestyle > Occupation > College Professors - Extreme Confidence
18,657043,Consumer > Media > Sports Fans > New York Rangers Fans
18,669807,Lifestyle > Activities > Sports > Archery Enthusiasts - Extreme Confidence
18,669891,Consumer > CPG > Food > Portuguese Food Enthusiasts
18,1071222,Dstillery GfK > CPG > Nasal Spray > Ayr Shopper
18,1072147,Behavioral AI > Activities > Sustainable Living > Rural Living - Extreme Confidence
18,1072461,Behavioral AI > Home > Home Improvement > Home Improvement - Extreme Confidence
18,1072785,Behavioral AI > Home > Home Improvement > Room Design
18,1072818,Behavioral AI > Media > Music Production > Audio Equipment
18,1073150,Behavioral AI > Media > Sports Coverage > Professional Hockey - Extreme Confidence
18,1076465,Behavioral AI > Media > Sports Coverage > European Football - Extended Scale
18,1029067,Search Behaviors > Finance > Car Insurance Researchers
18,1029107,Search Behaviors > Health & Wellness > Healthcare Researchers
18,1076085,Behavioral AI > Activities > DIY and Crafts > Family Activities - Extended Scale
18,1076117,Behavioral AI > Activities > Educational Knowledge > History - Extended Scale
18,1076206,Behavioral AI > Local > Canada > Diverse - Extended Scale
18,1076214,Behavioral AI > Financial Services > Legal > Legal/Business - Extended Scale
18,1076303,Behavioral AI > Activities > Sustainable Living > Outdoor Equipment - Extended Scale
18,1076393,Behavioral AI > Education > Educational Resources > Teaching Resources - Extended Scale
18,1076462,Behavioral AI > Media > Sports Coverage > Combat Sports - Extended Scale
18,1014660,Search Behaviors > Entertainment > Six Flags Researchers
18,1028967,Search Behaviors > Travel > NC Mountain Vacation Researchers
18,308593,Lifestyle > Lifestage > Youth > College Students - Extreme Confidence
18,346948,Consumer > Electronics > In-Market Streaming Device Shoppers - Extended Scale
18,368298,Lifestyle > Occupation > Coders & Developers - Extreme Confidence
18,421321,Consumer > Financial Services > Tax Policy Researchers
18,432802,Consumer > CPG > Food > Fast Food Lovers - Extended Scale
18,481300,Consumer > Travel > Study Abroad Researchers
18,481319,Lifestyle > Lifestage > Online Daters - Extended Scale
18,594278,Consumer > Retail > Home > Vacuum Shoppers
18,629727,Consumer > Electronics > Home Theater Enthusiasts - Extended Scale
18,632872,Consumer > Media > Sports Fans > Arsenal Fans
18,659377,Consumer > CPG > Food > Drive-In Theater Enthusiasts - Extreme Confidence
18,669937,Consumer > Media > Cooking Show Fans - Extreme Confidence
18,680015,Consumer > Media > Sports Fans > Orlando Magic Fans - Extreme Confidence
18,683795,Lifestyle > Activities > Aviation Enthusiasts - Extreme Confidence
18,684935,Consumer > Media > Sports Fans > St. Louis Cardinals Fans - Extreme Confidence
18,686335,Consumer > General Consumer > Product Manuals Researchers - Extreme Confidence
18,689108,Consumer > Electronics > Electronics Shoppers
18,699073,Lifestyle > Activities > Houston Activity Researchers - Extreme Confidence
18,700469,Lifestyle > Activities > Board Game Enthusiasts
18,777821,Lifestyle > Activities > Grand Canyon Trip Planners - Extreme Confidence
18,785187,Consumer > General Consumer > Locking Device Shoppers
18,785220,Consumer > Travel > Pet Boarding and Sitter Researchers
18,1076177,Behavioral AI > Media > Entertainment Media > Arts - Extended Scale
18,1076200,Behavioral AI > Lifestage > Elderly > Midlife Issues - Extended Scale
18,1076202,Behavioral AI > Lifestage > Family > Family Lifestyle - Extended Scale
18,1076203,Behavioral AI > Lifestage > Family > Product Reviews - Extended Scale
18,1076311,Behavioral AI > Food & Beverage > Cooking > French-Canadian - Extended Scale
18,349493,Lifestyle > Activities > Breast Cancer Fund Raisers - Extended Scale
18,402234,Consumer > Retail > Home > Apartment Furniture Shoppers - Extended Scale
18,404730,Consumer > Travel > Vacation Planners
18,462785,Consumer > CPG > Food > Healthy Snacks Shoppers
18,481413,Consumer > General Consumer > Tattoo Fans - Extreme Confidence
18,504139,Consumer > CPG > Beauty > Hair Care Shoppers - Extended Scale
18,548225,Consumer > Travel > Dallas Trip Planners
18,551477,Consumer > Media > Documentary Film Fans - Extended Scale
18,576342,Consumer > Media > Restaurant News Readers - Extended Scale
18,583086,Consumer > General Consumer > Cryptocurrency Enthusiasts - Extended Scale
18,591224,Lifestyle > Occupation > Clinic & Lab Immunologist Professionals - Extreme Confidence
18,598607,Consumer > Financial Services > Crypto Market Investors - Extended Scale
18,623758,Consumer > Retail > Home > Kitchen Appliance Shoppers - Extreme Confidence
18,625649,Consumer > Media > Doctor Who Fans - Extreme Confidence
18,625698,Consumer > Electronics > Home Theater Enthusiasts
18,658744,Consumer > Media > Comedy Movie and TV Enthusiasts - Extreme Confidence
18,626667,Consumer > Retail > Beach Supplies Shoppers - Extended Scale
18,638874,Lifestyle > Activities > Sports > Lacrosse Enthusiasts
18,659780,Consumer > Media > Sports Fans > New Orleans Saints Fans - Extreme Confidence
18,667412,Lifestyle > Activities > Drawing Enthusiasts
18,669921,Consumer > Electronics > Laptop Researchers
18,679398,Consumer > Media > Sports Fans > Iowa Hawkeyes Fans
18,682187,Consumer > Media > Sports Fans > Detroit Pistons Fans
18,684934,Consumer > Media > Sports Fans > Pittsburg Pirates Fans
18,714744,Lifestyle > Political > Work Visa Researchers
18,319875,Consumer > General Consumer > Charitable Donors - Extreme Confidence
18,323152,Consumer > Media > Tech News Enthusiasts - Extended Scale
18,352727,Consumer > Retail > Home > In-Market Hardware Shoppers - Extended Scale
18,404754,Consumer > Retail > Department Store Shoppers
18,414737,Consumer > Financial Services > Tax Policy Researchers - Extreme Confidence
18,504157,Consumer > General Consumer > Pool Supplies Shoppers - Extended Scale
18,625613,Consumer > Auto > Auto Show Enthusiasts
18,638285,Consumer > Travel > China Trip Planners - Extreme Confidence
18,651027,Lifestyle > Activities > Romantics
18,658015,Consumer > Media > Sports Fans > Pittsburgh Steelers Fans - Extreme Confidence
18,659347,Consumer > Media > Sports Fans > Toronto Blue Jays Fans - Extreme Confidence
18,679403,Consumer > Media > Sports Fans > Gonzaga Bulldogs Fans
18,683839,Consumer > Media > Travel Book Readers
18,699082,Lifestyle > Activities > San Francisco Activities Researchers
18,913157,Engagement Labs > Food & Dining > QSR Influencers
18,913180,Engagement Labs > Financial > Capital One Bank Influencers
18,1072536,Behavioral AI > Activities > Lifestyle > Current Trends - Extreme Confidence
18,1072561,Behavioral AI > Activities > Lifestyle > Fashion Advice
18,1072844,Behavioral AI > Lifestage > Family > Mom Lifestyle - Extreme Confidence
18,1076193,Behavioral AI > Media > Gaming Resources > Mobile Gaming - Extended Scale
18,1076336,Behavioral AI > Health & Wellness > Health and Wellness > Holistic Practices - Extended Scale
18,1076379,Behavioral AI > Activities > Lifestyle > General Lifestyle - Extended Scale
18,1076429,Behavioral AI > Financial Services > Personal Finance > Budgeting - Extended Scale
18,1005219,Search Behaviors > Travel > International Traveler Researchers
18,1028987,Search Behaviors > Tech > Internet/Cable Service Provider Researchers
18,1029062,Search Behaviors > Business > STEM Career Researchers
18,308263,Lifestyle > Activities > Techies - Extreme Confidence
18,312161,Consumer > Retail > Home > In-Market Furniture Shoppers - Extreme Confidence
