data_source_id,data_source_cat_id,name,best_match_name,best_match_data_source_id,best_match_data_source_cat_id,similarity_score,data_source_cat_size,best_match_data_source_cat_size,size_change
18,347445,Consumer > Retail > In-Market Luxury Retail Shoppers - Extended Scale,Consumer > Retail > Luxury Retail Shoppers (Web),35,1003529679,0.6976923070489554,11427672,0,0
18,365063,Consumer > Auto > Active Auto Repair Researchers - Extended Scale,Consumer > Auto > Auto Repair Researchers (Mobile),35,1003543069,0.7297588604444852,0,0,0
18,404746,Consumer > CPG > Food > Grillers,Audience portraits > Food and Dining > BBQ/Grillers,35,1000742256,0.609660010941882,0,342720,0
18,404799,Consumer > Electronics > In-Market Printer Ink Shoppers,Consumer > Electronics > Home Printer Shoppers (Mobile),35,1003543259,0.6946727279892417,3009204,0,0
18,948103,Lifestyle > Holidays > Christmas Traditions Researchers - Extreme Confidence,Lifestyle > Holidays > Christmas Celebration Researchers - Extreme Confidence (Mobile),35,1003548289,0.6506357583594997,258468,0,0
18,716309,Predictive Locations > Retail > Grocery > Predictive In-Store Foodtown Visitors - Extreme Confidence,Predictive Locations > Retail > Grocery > Predictive In-Store Whole Foods Visitors (Web),35,1005415249,0.6837220432068011,217872,0,0
18,716839,Predictive Locations > Retail > Grocery > Predictive In-Store Ingles Supermarket Visitors - Extreme Confidence,Predictive Locations > Retail > Grocery > Predictive In-Store Whole Foods Visitors (Web),35,1005415249,0.6596613495012658,195636,0,0
18,311891,Lifestyle > Activities > Active Yoga Enthusiasts - Extreme Confidence,Lifestyle > Activities > Yoga & Meditation - Extreme Confidence (Mobile),35,1007833361,0.660381373562956,246432,0,0
18,384692,Consumer > CPG > Beauty > Active Makeup Researchers - Extended Scale,Consumer > CPG > Beauty > Makeup Researchers (Web),35,1003530259,0.7172836901019609,0,0,0
18,703825,Consumer > Retail > Apparel > Men's Suit Shoppers,Apparel > Business Suit,35,300782599,0.7405422309478882,2283984,6898260,302
18,826512,Lifestyle > Holidays > Fathers Day Celebrators - Extreme Confidence,Lifestyle > Holidays > Easter Celebrators - Extreme Confidence (Web),35,1010839511,0.6887321772285039,231744,0,0
18,946017,Consumer > Retail > Apparel > Women's Swimsuit Shoppers - Extended Scale,Apparel > Swimsuit,35,300784899,0.7310312156081642,11237340,15131088,135
18,951915,Consumer > General Consumer > Labrador Content Readers - Extended Scale,Consumer > Games > Gaming Content Readers - Extended Scale (Mobile),35,1007855441,0.5990969928575038,10319544,0,0
18,357403,Consumer > Media > Comedy Fans - Extended Scale,Consumer > Media > Comedy Content - Extended Scale (Mobile),35,1007656611,0.7156509282665753,0,0,0
18,498906,Consumer > Health & Wellness > Pediatricians - Extended Scale,Consumer > Health & Wellness > Spanish Health & Wellness - Extended Scale (Mobile),35,1007797081,0.5992242971205977,0,0,0
18,949224,Consumer > General Consumer > Big Box Toy Shoppers,Consumer > Retail > Big Box Shoppers (Mobile),35,1005300809,0.66764833491096,1496952,0,0
18,701188,Predictive Locations > Auto > Service Supplies > Predictive In-Store Carquest Visitors,Predictive Locations > Auto > Service Supplies > Predictive In-Store AutoZone Visitors (Web),35,1005415049,0.748611772960806,3316428,0,0
18,954985,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Carrabbas Italian Grill Visitors - Extended Scale,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Macaroni Grill Visitors (Web),35,1005415589,0.7495727121888798,9618192,0,0
18,701414,Predictive Locations > Retail > Grocery > Predictive In-Store Harris Teeter Visitors - Extreme Confidence,Predictive Locations > Retail > Grocery > Predictive In-Store Whole Foods Visitors (Web),35,1005415249,0.6543783370484896,175236,0,0
18,715718,Predictive Locations > Retail > Home > Predictive In-Store HomeGoods Visitors,Predictive Locations > Retail > Home > Predictive In-Store Back to Bed Visitors (Web),35,1005416049,0.7389488810960391,3220956,0,0
18,715859,Predictive Locations > Auto > Rental > Predictive In-Store Aarons Visitors - Extreme Confidence,Predictive Locations > Auto > Rental > Predictive In-Store National Car Rental Visitors (Web),35,1005416109,0.6792646333201733,201960,0,0
18,954950,Predictive Locations > Restaurants > QSR > Predictive In-Store Captain Ds Visitors - Extended Scale,Predictive Locations > Restaurants > QSR > Predictive In-Store Arbys Visitors (Web),35,1005412029,0.6649004691506587,8860332,0,0
18,384710,Consumer > Financial Services > Active Credit Card Researchers - Extended Scale,Consumer > Financial Services > Credit Card Researchers (Web),35,1003530289,0.7331194460407819,0,0,0
18,951919,Consumer > Retail > Toy Blogs Readers - Extended Scale,Consumer > Retail > Apparel > Women’s Fashion Blogs Readers (Web),35,1006978211,0.5695126191260237,11061492,0,0
18,949455,Lifestyle > Holidays > Christmas Crafts Researchers - Extended Scale,Interest > Holidays > Christmas,35,1008490791,0.6097229982030477,5261976,8726508,166
18,951928,Consumer > Retail > Toy Blogs Readers - Extreme Confidence,Consumer > Retail > Apparel > Women’s Fashion Blogs Readers - Extreme Confidence (Web),35,1013709791,0.706678546471623,399432,0,0
18,952443,Consumer > CPG > Food > Tequila Enthusiasts - Extreme Confidence,Consumer > CPG > Food > Indian Food Enthusiasts - Extreme Confidence (Web),35,1004643939,0.6503963472984168,179316,0,0
18,311410,Consumer > Media > Sports Fans > Active NCAA Enthusiasts - Extended Scale,Consumer > Media > Sports > NCAA Fans (Web),35,1003529119,0.6862323232168758,10414200,0,0
18,352727,Consumer > Retail > Home > In-Market Hardware Shoppers - Extended Scale,Consumer > Retail > Home > Hardware Shoppers (Mobile),35,1003542789,0.6874859356070805,0,0,0
18,504157,Consumer > General Consumer > Pool Supplies Shoppers - Extended Scale,Consumer > Retail > Home > Pool Supplies Shoppers (Mobile),35,1003546419,0.6827834240085071,0,0,0
18,384650,Consumer > Electronics > Apple Enthusiasts - Extended Scale,Consumer Electronics > Apple,35,1009082441,0.7027927445779426,0,654636,0
18,404850,Consumer > Media > Sports Fans > Active Soccer Enthusiasts,Consumer > Media > Sports > Soccer Fans (Mobile),35,1003543189,0.7352341685067065,0,0,0
18,877419,Resonate Dstillery > Covid Shopping Behaviors > Online Alcohol Shoppers Relying on Delivery Services,Resonate Dstillery > Covid Shopping Behaviors > Electronics Shoppers Shopping In-Store but Buying Online (Web),35,1007445921,0.5827291079792034,0,0,0
18,367280,Consumer > Financial Services > Active Mortgage Researchers - Extended Scale,Consumer > Financial Services > Mortgage Researchers (Mobile),35,1003543139,0.7042448034374168,0,0,0
18,715063,Predictive Locations > Travel > Hotels > Predictive In-Hotel Autograph Collection Visitors,Predictive Locations > Travel > Hotels > Predictive In-Hotel W Hotels Visitors (Web),35,1005414829,0.728856339889967,2909856,0,0
18,716609,Predictive Locations > Retail > Footwear > Predictive In-Store Shoe Carnival Visitors - Extreme Confidence,Predictive Locations > Retail > Footwear > Predictive In-Store Vans Visitors (Web),35,1005412269,0.6635616402424035,180336,0,0
18,954966,Predictive Locations > Retail > Grocery > Predictive In-Store Haggen Food Visitors - Extended Scale,Predictive Locations > Retail > Grocery > Predictive In-Store Key Food Visitors (Web),35,1005413039,0.6877530679607678,10262628,0,0
18,576646,Consumer > Financial Services > Online Bank Researchers,Financial Services > M&T Bank,35,1009080171,0.7234215219965375,0,172788,0
18,308065,Consumer > Media > Sports Fans > Active MLB (Major League Baseball) Enthusiasts - Extreme Confidence,US > Sports > Interest > Baseball > Major League Baseball / MLB,35,1005048899,0.6916917864919978,222564,82969248,37279
18,948106,Lifestyle > Holidays > Christmas Lights Shoppers - Extreme Confidence,Lifestyle > Holidays > Christmas Decorations Shoppers - Extreme Confidence (Mobile),35,1003548309,0.679894246566965,375360,0,0
18,948963,Consumer > General Consumer > Labrador Content Readers,Consumer > General Consumer > Shelf-Stable Food Content Readers (Web),35,1006979101,0.5928652032845485,1698096,0,0
18,949445,Lifestyle > Holidays > Halloween Forum Readers - Extended Scale,Forum Readers,35,1012416971,0.6624442680456539,6104496,31416,1
18,677041,Lifestyle > Lifestage > UK Education,Lifestyle > Lifestage > UK Jobs (Mobile),35,1003589259,0.733832439517478,2115276,0,0
18,716553,Predictive Locations > Retail > Beauty > Predictive In-Store Sally Beauty Supply Visitors,Retail > Beauty Supply > Sally Beauty,35,1004245129,0.7135297888544838,2714220,34503948,1271
18,950312,Consumer > Media > Cooking Show Fans - Extended Scale,Consumer > Media > Cooking Show Fans (Web),35,1004643279,0.7246907063465378,9939288,0,0
18,953269,Consumer > CPG > Food > Seasonal Recipe Blog Readers - Extended Scale,Consumer > CPG > Food > Kitchen Blog Readers - Extended Scale (Mobile),35,1007675071,0.742457470283335,10661652,0,0
18,404741,Consumer > Media > Sports Fans > Active MLB (Major League Baseball) Enthusiasts,US > Sports > Interest > Baseball > Major League Baseball / MLB,35,1005048899,0.7407086508400049,1540608,82969248,5385
18,701991,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store Bagger Dave Visitors,Predictive Locations > Restaurants > Casual Restaurants > Predictive In-Store IHOP Visitors (Web),35,1005414879,0.6949732926864925,2408016,0,0
18,714687,Predictive Locations > Auto > Service Supplies > Predictive In-Store Pep Boys Visitors,Predictive Locations > Auto > Service Supplies > Predictive In-Store AutoZone Visitors (Web),35,1005415049,0.7047355970449803,2889048,0,0
18,678191,Lifestyle > Activities > Marijuana,Interest > CBD > Marijuana Supporters,35,1008489471,0.5368442609868616,2243592,25679112,1145
18,716139,Predictive Locations > Retail > Apparel > Predictive In-Store Tommy Bahama Visitors - Extreme Confidence,Predictive Locations > Retail > Apparel > Predictive In-Store American Apparel Visitors (Web),35,1005413549,0.6601546898425691,164016,0,0
18,716289,Predictive Locations > Retail > Grocery > Predictive In-Store Dillons Supermarkets Visitors - Extreme Confidence,Predictive Locations > Retail > Grocery > Predictive In-Store Whole Foods Visitors (Web),35,1005415249,0.670493917781275,192372,0,0
18,716513,Predictive Locations > Restaurants > QSR > Predictive In-Store Ben & Jerry Visitors,Predictive Locations > Restaurants > QSR > Predictive In-Store Arbys Visitors (Web),35,1005412029,0.7216005220485467,2774400,0,0
18,404853,Consumer > Auto > In-Market Aftermarket Accessory Shoppers,In Market > Auto Aftermarket > Retail,35,1004552539,0.682079491989011,2404956,3071424,128
18,665166,Lifestyle > Lifestage > Family > Puppy and Dog Adopters,Lifestyle > Lifestage > Family > Family on a Budget (Mobile),35,1003585949,0.4213981776366373,0,0,0
18,328419,Consumer > Healthcare > Active Food Allergy Researchers - Extreme Confidence,Consumer > Healthcare > Home Healthcare Researchers - Extreme Confidence (Mobile),35,1003547589,0.642921442823744,285396,0,0
18,946019,Consumer > Retail > Apparel > Sleepwear Shoppers - Extended Scale,Shopping > Apparel > Sleepwear,35,1001601886,0.6983653298273216,11397888,0,0
18,307966,Consumer > Media > Sports Fans > Active NFL (National Football League) Enthusiasts - Extreme Confidence,Sports > National Football League (Nfl),35,1011083561,0.7176116003522982,254796,39372,15
18,361479,Consumer > Auto > In-Market Tire Shoppers - Extended Scale,Consumer > Auto > Tire Shoppers (Web),35,1003530639,0.7093046140346632,10491108,0,0
18,700979,Predictive Locations > Retail > Grocery > Predictive In-Store Smiths Visitors - Extreme Confidence,Predictive Locations > Retail > Grocery > Predictive In-Store Whole Foods Visitors (Web),35,1005415249,0.7077647660848286,285600,0,0
18,702522,Predictive Locations > Retail > Big Box > Predictive In-Store Sears Stores Visitors - Extreme Confidence,Predictive Locations > Retail > Big Box > Predictive In-Store Target Visitors (Web),35,1005415959,0.7359414719631748,243168,0,0
18,954755,Predictive Locations > Retail > Pets > Predictive National Veterinary Associates Visitors - Extended Scale,Predictive Locations > Retail > Pets > Predictive In-Store PetCo Visitors (Web),35,1005411789,0.5737233490942613,10027212,0,0
18,954909,Predictive Locations > Retail > Specialty > Predictive In-Store Ghirardelli Chocolate Visitors - Extended Scale,Predictive Locations > Retail > Specialty > Predictive In-Store The Container Store Visitors (Web),35,1005412869,0.6520079247610885,10160628,0,0
18,955018,Predictive Locations > Auto > Gas Stations > Predictive Alon USA Visitors - Extended Scale,Predictive Locations > Auto > Gas Stations > Predictive In-Store Speedway Gas Stations Visitors (Web),35,1005414689,0.6394827545068811,8808516,0,0
18,701912,Predictive Locations > Auto > Gas Stations > Predictive In-Store Sapp Bros Visitors - Extreme Confidence,Predictive Locations > Auto > Gas Stations > Predictive In-Store Shell Visitors (Web),35,1005414739,0.7434490773015462,253572,0,0
18,716143,Predictive Locations > Retail > Apparel > Predictive In-Store Tommy Bahama Visitors,Predictive Locations > Retail > Apparel > Predictive In-Store American Apparel Visitors (Web),35,1005413549,0.7008709974402673,2626500,0,0
18,954849,Predictive Locations > Retail > Home > Predictive In-Store Room and Board Visitors - Extended Scale,Predictive Locations > Retail > Home > Predictive In-Store Back to Bed Visitors (Web),35,1005416049,0.6603484638303524,9379512,0,0
18,773802,Predictive Locations > Retail > Home > Predictive In-Store Raymour Flanigan Visitors - Extreme Confidence,Predictive Locations > Retail > Home > Predictive In-Store Back to Bed Visitors (Web),35,1005416049,0.6257358008452462,203592,0,0
18,954974,Predictive Locations > Restaurants > QSR > Predictive In-Store Marcos Pizza Visitors - Extended Scale,Predictive Locations > Restaurants > QSR > Predictive In-Store Pizza Hut Visitors (Web),35,1005415109,0.7354445667166538,9622680,0,0
18,949844,Consumer > General Consumer > Seasonal Lifestyle Blog Readers - Extreme Confidence,Consumer > CPG > Food > Kitchen Blog Readers - Extreme Confidence (Mobile),35,1007780561,0.703584529632475,349044,0,0
18,949847,Consumer > CPG > Food > Seasonal Recipe Blog Readers - Extreme Confidence,Consumer > CPG > Food > Kitchen Blog Readers - Extreme Confidence (Mobile),35,1007780561,0.740351282979219,345984,0,0
18,701719,Consumer > Retail > Home > Home Cleaning Researchers,Intent > Consumer Products (CPG) > Home Cleaning,35,1009958131,0.6095067163055641,1878636,37855056,2015
18,703835,Consumer > Retail > Apparel > Scrubs Uniforms Shoppers,Purchase > Apparel Accessories > Occupational Safety Wear > Medical Uniforms Scrubs - B-Gold > USP0212 > 1,35,1007727961,0.5315298120676049,2394144,12109032,506
18,949230,Consumer > Retail > Doll Enthusiasts - Extreme Confidence,Consumer > Auto > Car Enthusiasts - Extreme Confidence (Web),35,1003526499,0.5333881355055164,378012,0,0
18,946018,Consumer > Retail > Apparel > Men's Suit Shoppers - Extended Scale,Apparel > Business Suit,35,300782599,0.6509739602808653,11407068,6898260,60
18,951918,Consumer > General Consumer > Golden Retriever Content Readers - Extended Scale,Consumer > Games > Gaming Content Readers - Extended Scale (Mobile),35,1007855441,0.5562180661123909,10080660,0,0
18,951940,Consumer > Media > Tik Tok Watchers - Extended Scale,D2C > Media > Tik Tok Fans,35,1011127091,0.7027927675271841,10326480,0,0
18,702227,Predictive Locations > Retail > Beauty > Predictive In-Store Bluemercury Visitors - Extreme Confidence,Predictive Locations > Retail > Beauty > Predictive In-Store Sephora Visitors (Web),35,1005416169,0.648880126945902,260100,0,0
18,715189,Predictive Locations > Retail > Apparel > Predictive In-Store REI Visitors - Extreme Confidence,Predictive Locations > Retail > Apparel > Predictive In-Store American Apparel Visitors (Web),35,1005413549,0.7252903186619886,387600,0,0
18,953070,Predictive Locations > Travel > Hotels > Predictive In-Hotel Econo Lodge Visitors - Extended Scale,Predictive Locations > Travel > Hotels > Predictive In-Hotel W Hotels Visitors (Web),35,1005414829,0.6993432570880311,10360956,0,0
18,716604,Predictive Locations > Health > Animals & Pets > Predictive In-Store Banfield Pet Hospital Visitors - Extreme Confidence,Predictive Locations > Retail > Pets > Predictive In-Store Pet Supplies Plus Visitors (Web),35,1005414459,0.6137486566127817,198900,0,0
18,952330,Predictive Locations > Finance > Banks > Predictive BB&T Visitors - Extended Scale,Predictive Locations > Finance > Banks > Predictive In-Store US Bank Visitors (Web),35,1005412969,0.6949538682404531,9049032,0,0
18,954825,Predictive Locations > Education > Higher Education > Predictive Colleges Visitors - Extended Scale,Predictive Locations > Education > Predictive In-Store Museum of Fine Arts Visitors (Web),35,1005412449,0.5477054485416248,10894212,0,0
18,869572,Resonate Dstillery > Covid Shopping Behaviors > Online Alcohol Shoppers Avoiding Physical Stores,Resonate Dstillery > Covid Shopping Behaviors > Electronics Shoppers Shopping In-Store but Buying Online (Web),35,1007445921,0.6783373407511193,0,0,0
18,877417,Resonate Dstillery > Covid Shopping Behaviors > Meal Kit Shoppers Relying on Delivery Services,Resonate Dstillery > Covid Shopping Behaviors > Electronics Shoppers Shopping In-Store but Buying Online (Web),35,1007445921,0.5095426475348575,0,0,0
18,1075548,ScreenEngine Dstillery > Entertainment > Timothy Chalamet Fans,ScreenEngine Dstillery > Entertainment > Timothée Chalamet Fans (Web),35,1013654111,0.6479273735623295,1979616,0,0
18,596537,Consumer > Retail > Apparel > Mens Fashion Brands Shoppers - Extreme Confidence,Consumer > Retail > Apparel > Womens Fashion Brands Shoppers - Extreme Confidence (Web),35,1003539209,0.7381949491043954,0,0,0
18,701429,Predictive Locations > Health > Medical > Predictive In-Store Adventist Health System Visitors - Extreme Confidence,Predictive Locations > Retail > Telecom > Predictive In-Store AT&T Visitors (Web),35,1005413829,0.5693391574790797,266832,0,0
18,949391,Lifestyle > Holidays > Holiday Cocktail Researchers,Lifestyle > Holidays > Holiday Gifts (Mobile),35,1003583399,0.5651658406562213,1525308,0,0
18,949390,Lifestyle > Holidays > Holiday Cocktail Researchers - Extreme Confidence,Lifestyle > Holidays > Holiday Gifts - Extreme Confidence (Mobile),35,1007796521,0.6576852368081211,222972,0,0
18,948974,Consumer > General Consumer > Golden Retriever Content Readers,CTV IDs > Interest > Pets > Golden Retriever Fans,35,1018205191,0.5516373601049918,1642200,30804,2
18,949446,Lifestyle > Holidays > Spooky Season Halloween Consumers - Extended Scale,Interest > Holidays > Halloween,35,1008490851,0.4993692823228441,11693688,10556388,90
18,350854,Consumer > Electronics > In-Market HDTV Shoppers - Extended Scale,Shopping > Electronics > HDTV,35,1000736146,0.7306546404986454,0,2370480,0
18,576642,Consumer > Financial Services > Online Bank Researchers - Extreme Confidence,Consumer > Financial Services > Personal Bank Comparison Researchers - Extreme Confidence (Mobile),35,1003547749,0.7364505677532784,0,0,0
18,949693,Consumer > Retail > Home > Home Heating and Cooling Researchers - Extended Scale,Heating/Cooling > Heating and Cooling,35,886912169,0.6900371872596487,10359936,46851660,452
18,949702,Consumer > Media > Cannabis News Readers - Extended Scale,Consumer > Media > IT News Readers (Mobile),35,1003547799,0.608571132211157,10614120,0,0
18,325027,Consumer > Media > Sports Fans > Active NHL (National Hockey League) Enthusiasts - Extended Scale,Consumer > Interest > Sports and Recreation > Ice Hockey > National Hockey League (NHL),35,1004864969,0.6358519398066209,0,13087212,0
18,952963,Predictive Locations > Retail > Grocery > Predictive In-Store Dierbergs Market Visitors - Extended Scale,Predictive Locations > Retail > Grocery > Predictive In-Store Fresh Market Visitors (Web),35,1005412049,0.696013396664967,10919712,0,0
18,954758,Predictive Locations > Retail > Apparel > Predictive In-Store REI Visitors - Extended Scale,Predictive Locations > Retail > Apparel > Predictive In-Store American Apparel Visitors (Web),35,1005413549,0.7228223251251781,9423372,0,0
18,954975,Predictive Locations > Retail > Home > Predictive In-Store Bobs Stores Visitors - Extended Scale,Predictive Locations > Retail > Home > Predictive In-Store Back to Bed Visitors (Web),35,1005416049,0.6708452094644196,10296900,0,0
18,701976,Predictive Locations > Retail > Sporting > Predictive In-Dealership Polaris Visitors,Predictive Locations > Retail > Sporting > Predictive In-Store Big 5 Sporting Goods Visitors (Web),35,1005412709,0.648527429584899,3331728,0,0
18,879878,Consumer > General Consumer > Holiday Gift Shoppers,Consumer > Shopping > Holiday Shoppers,35,1004906489,0.6832107777920287,2754408,56104896,2037
18,948465,Lifestyle > Holidays > Thanksgiving Decorators - Extreme Confidence,Lifestyle > Holidays > Thanksgiving Meal Planners - Extreme Confidence (Web),35,1003535429,0.6442292733153941,203184,0,0
18,947945,Lifestyle > Holidays > Halloween Forum Readers,Forum Readers,35,1012416971,0.7261886270976246,2685456,31416,1
18,948479,Lifestyle > Holidays > Christmas Crafts Researchers,Interest > Holidays > Christmas,35,1008490791,0.6844075764530101,3246456,8726508,269
18,956351,Consumer > CPG > Food > Tequila Enthusiasts - Extended Scale,Consumer > CPG > Food > Vodka Enthusiasts - Extended Scale (Web),35,1010839381,0.6087976138140231,10562712,0,0
18,949451,Consumer > Retail > Deal and Discount Aggregator Researchers - Extended Scale,Consumer > Retail > Discount Shopping - Extended Scale (Mobile),35,1007855721,0.6396694328257945,10566996,0,0
18,869568,Resonate Dstillery > Covid Shopping Behaviors > Online Shoppers Avoiding Physical Stores,Resonate Dstillery > Covid Shopping Behaviors > Electronics Shoppers Shopping In-Store but Buying Online (Web),35,1007445921,0.7133237923640312,0,0,0
18,1026022,Dstillery GfK > CPG > Custom > Vitamins - Nature Made Shopper,NIQ Dstillery CPG > CPG > Vitamins & Supplement Shoppers > Vitamins - Nature Made Shopper (Web),35,1011641181,0.6291275039496736,2303160,0,0
18,1108064,ScreenEngine Dstillery > Entertainment > Deadpool & Wolverine Viewing Intender,ScreenEngine Dstillery > Entertainment > I.S.S. Viewing Intender (Web),35,1014910421,0.6593952643056145,1957788,0,0
18,702322,Predictive Locations > Retail > Apparel > Predictive In-Store Gap Visitors - Extreme Confidence,Predictive Locations > Retail > Apparel > Predictive In-Store American Apparel Visitors (Web),35,1005413549,0.7351796002212049,355368,0,0
18,715213,Predictive Locations > Retail > Predictive In-Store Vineyard Vines Visitors,Brand > Vineyard Vines,35,1001490166,0.6535111107346817,2550612,91392,4
18,715674,Predictive Locations > Retail > Home > Predictive In-Store Room and Board Visitors - Extreme Confidence,Predictive Locations > Retail > Home > Predictive In-Store Back to Bed Visitors (Web),35,1005416049,0.6624444239765264,233580,0,0
18,716224,Predictive Locations > Retail > Home > Predictive In-Store Pinch A Penny Visitors - Extreme Confidence,Location Visitors > Retail > Home Improvement & DIY Shoppers > Pinch A Penny,35,1009020491,0.5927398162685605,180744,29376,16
18,715814,Predictive Locations > Retail > Apparel > Predictive In-Store Saint Laurent Paris Visitors - Extreme Confidence,Predictive Locations > Retail > Apparel > Predictive In-Store American Apparel Visitors (Web),35,1005413549,0.5969987571762574,226644,0,0
18,716064,Predictive Locations > Health > Medical > Predictive Concentra Visitors - Extreme Confidence,Predictive Locations > Retail > Telecom > Predictive In-Store AT&T Visitors (Web),35,1005413829,0.540109184382763,284784,0,0
